,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,years_in_business,RATE_ID_FOR_years_in_business,fsr,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status,PCA
502,600.0,0,150000.0,51.0,4.81,0,39.0,0.0,0,0.0,3,58886.66667,2500.0,0.04,2.0,58886.66667,623.0,0,150000.0,100.0,4443,0,-0.022745463381842856
503,573.0,2,35000.0,100.0,11.43,0,18.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,573.0,2,35000.0,100.0,7085,1,-0.29684242847847314
504,705.0,0,150000.0,100.0,12.57,0,87.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,705.0,0,150000.0,100.0,4743,1,-0.1673684898071108
505,705.0,0,150000.0,100.0,8.98,0,93.0,0.0,0,6.666666667,3,44666.66667,3000.0,0.07,1.0,44666.66667,705.0,0,150000.0,100.0,4425,0,-0.017316113048667908
506,488.0,3,0.0,100.0,5.44,0,4.0,0.25,0,14.0,0,76942.5,6579.0,0.09,0.0,76942.5,488.0,3,0.0,100.0,5529,1,-0.17682151453495698
507,691.0,0,150000.0,100.0,4.36,0,73.0,0.0,0,80.0,0,91464.66667,13682.83333,0.15,0.0,91464.66667,691.0,0,150000.0,100.0,6407,1,-0.003435895015238291
508,566.0,1,100000.0,100.0,2.0,0,10.0,4.333333333,3,45.66666667,0,133851.6667,6227.333333,0.05,0.0,133851.6667,566.0,1,100000.0,100.0,3997,0,-0.04746827550790932
509,561.0,1,100000.0,50.0,5.88,0,74.0,0.333333333,0,64.0,0,23972.0,1325.333333,0.06,1.0,23972.0,4781.0,4,56666.666666666664,100.0,5641,2,-0.11375962762971466
510,509.0,2,35000.0,100.0,11.56,0,27.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,509.0,2,35000.0,100.0,3750,2,-0.297205124668613
511,652.0,0,150000.0,100.0,5.6,0,16.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,652.0,0,150000.0,100.0,1103,1,-0.16766884758957035
512,774.0,0,150000.0,100.0,17.02,0,69.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,774.0,0,150000.0,100.0,4924,0,-0.1669774579771163
513,561.0,1,100000.0,100.0,16.88,0,21.333333333333332,0.333333333,0,39.66666667,0,14164.5,6299.133333,0.44,1.0,14164.5,561.0,1,100000.0,100.0,4654,1,-0.08319856260854824
514,590.0,1,100000.0,100.0,0.03,3,6.0,0.0,0,17.66666667,0,81951.5,13550.07667,0.17,1.0,81951.5,590.0,1,100000.0,100.0,4410,1,-0.06281376745333768
515,662.0,0,150000.0,100.0,5.83,0,79.0,0.0,0,37.0,0,58078.0,21559.5,0.37,1.0,58078.0,662.0,0,150000.0,100.0,8732,1,-0.013559280658927208
516,640.0,0,150000.0,100.0,3.41,0,69.66666666666667,0.0,0,10.66666667,3,53213.33333,9476.22,0.18,0.0,53213.33333,0.0,5,150000.0,0.0,1843,0,-0.030392435874242854
517,611.0,0,150000.0,100.0,32.18,0,4.666666666666667,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,611.0,0,150000.0,100.0,4622,2,-0.16790119983637866
518,651.0,0,150000.0,100.0,4.12,0,34.0,0.0,0,8.666666667,3,30049.66667,6310.666667,0.21,1.0,30049.66667,651.0,0,150000.0,100.0,598,0,-0.021982299861922374
519,580.0,1,100000.0,77.66666666666667,5.523333333333333,4,47.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,5,100000.0,0.0,1219,2,-0.24343873078349146
520,744.0,0,150000.0,90.0,4.2,0,47.0,0.0,0,125.0,0,102433.25,12222.5,0.12,1.0,102433.25,744.0,0,150000.0,90.0,811,1,0.00758338806676149
521,649.0,0,150000.0,100.0,18.93,0,70.0,0.0,0,11.5,0,53664.67,11488.5,0.21,1.0,53664.67,649.0,0,150000.0,100.0,3266,1,-0.014949422730128904
522,692.0,0,150000.0,100.0,42.1,0,59.666666666666664,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,692.0,0,150000.0,100.0,6485,0,-0.16744216247073296
523,623.0,0,150000.0,100.0,27.38,0,57.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,623.0,0,150000.0,100.0,5348,0,-0.16783319430072746
524,599.0,1,100000.0,100.0,10.59,0,6.0,2.833333333,2,9.5,3,21274.91667,2580.5,0.12,1.0,21274.91667,599.0,1,100000.0,100.0,5017,1,-0.09168727276042256
525,602.0,0,150000.0,100.0,5.64,0,29.0,0.0,0,24.66666667,0,15947.66667,3111.666667,0.2,0.0,15947.66667,602.0,0,150000.0,100.0,5972,2,-0.026466529678001626
526,479.0,3,0.0,50.0,3.6,0,6.0,0.0,0,27.5,0,51259.0075,2750.0,0.05,1.0,51259.0075,537.0,2,35000.0,100.0,5028,1,-0.17422841285976648
527,650.0,0,150000.0,100.0,14.56,0,27.0,0.333333333,0,79.5,0,76781.33333,4050.333333,0.05,2.0,76781.33333,650.0,0,150000.0,100.0,5871,1,-0.008048195995407322
528,500.0,2,35000.0,100.0,6.98,0,6.0,1.0,0,23.75,0,103631.675,5852.5125,0.06,0.0,103631.675,500.0,2,35000.0,100.0,4468,0,-0.12961484989866262
529,448.0,3,0.0,50.0,6.67,0,19.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,467.0,3,0.0,100.0,2193,2,-0.34598952698874796
530,620.0,0,150000.0,100.0,8.28,0,69.0,0.0,0,0.0,3,130000.0,8000.0,0.06,2.0,130000.0,620.0,0,150000.0,100.0,2234,2,0.007656593677376972
531,595.0,1,100000.0,100.0,1.82,1,6.0,2.666666667,2,51.33333333,0,21287.33333,3424.0,0.16,1.0,21287.33333,595.0,1,100000.0,100.0,3561,1,-0.08088118254079357
532,570.0,1,100000.0,33.3,2.19,0,32.666666666666664,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,525.0,2,35000.0,66.6,2453,1,-0.277889792692265
533,519.0,2,35000.0,100.0,11.05,0,22.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,519.0,2,35000.0,100.0,4713,1,-0.2971484533889036
534,762.0,0,150000.0,100.0,3.74,0,47.0,0.25,0,13.25,0,88810.25,13085.5,0.15,2.0,88810.25,762.0,0,150000.0,100.0,5297,1,-0.0038253252239420586
535,658.0,0,150000.0,100.0,20.8,0,99.0,0.5,0,21.75,0,56756.5,2649.5,0.05,1.0,56756.5,658.0,0,150000.0,100.0,4114,1,-0.013976144556634434
536,700.0,0,150000.0,2.0,23.58,0,45.0,0.25,0,103.0,0,306318.51,6357.25,0.02,0.0,306318.51,700.0,0,150000.0,66.0,204,1,1.1959411998070266
537,730.0,0,150000.0,100.0,2.29,0,74.0,0.333333333,0,70.0,0,2291481.0,218279.3333,0.1,0.0,2291481.0,730.0,0,150000.0,100.0,6974,1,0.6530365700698322
538,649.0,0,150000.0,100.0,18.93,0,70.0,0.0,0,11.5,0,53664.67,11488.5,0.21,0.0,53664.67,649.0,0,150000.0,100.0,3266,1,-0.014949422730128904
539,698.0,0,150000.0,100.0,4.34,0,14.666666666666666,0.0,0,5.25,3,14755.4,4442.0,0.3,1.0,14755.4,698.0,0,150000.0,100.0,3637,2,-0.026278131264895657
540,600.0,0,150000.0,0.0,11.11,0,2.0,1.666666667,1,81.22222222,0,135836.4444,16430.17222,0.12,2.0,135836.4444,642.3333333333334,5,150000.0,100.0,88,1,-0.030888415869755763
541,655.0,0,150000.0,100.0,3.65,0,69.0,3.0,2,146.0,0,198839.3267,8777.266667,0.04,2.0,198839.3267,655.0,0,150000.0,100.0,4666,1,0.028389294233420237
542,659.0,0,150000.0,100.0,1.12,1,19.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,659.0,0,150000.0,100.0,4171,0,-0.1676291776937738
543,662.0,0,150000.0,100.0,4.67,0,5.0,0.0,0,8.5,3,93001.5,17092.0,0.18,0.0,93001.5,662.0,0,150000.0,100.0,5659,1,-0.0031418137222593945
544,712.0,0,150000.0,100.0,28.91,0,63.0,0.0,0,50.0,0,45533.6725,5000.0,0.11,2.0,45533.6725,712.0,0,150000.0,100.0,4431,2,-0.017017820604503554
545,624.0,0,150000.0,100.0,6.78,0,80.0,1.0,0,38.2,0,38194.462,3082.0,0.08,1.0,38194.462,624.0,0,150000.0,100.0,2059,1,-0.019705769572103436
546,623.0,0,150000.0,100.0,4.83,0,85.0,0.0,0,56.0,0,68113.33333,3257.333333,0.05,2.0,68113.33333,623.0,0,150000.0,100.0,3550,1,-0.010786819955971009
547,658.0,0,150000.0,100.0,20.47,0,62.666666666666664,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,658.0,0,150000.0,100.0,4114,1,-0.16763484482174473
548,582.0,1,100000.0,100.0,10.75,0,8.0,0.0,0,16.4,0,266285.2,49414.6,0.19,1.0,266285.2,582.0,1,100000.0,100.0,606,0,-0.007873486624838237
549,640.0,0,150000.0,100.0,3.41,0,69.0,0.0,0,10.66666667,3,53213.33333,9476.22,0.18,0.0,53213.33333,640.0,0,150000.0,100.0,1843,0,-0.015135057856340969
550,568.0,1,100000.0,100.0,3.42,0,86.0,0.142857143,0,19.71428571,0,86904.42857,19131.85714,0.22,2.0,86904.42857,568.0,1,100000.0,100.0,5521,1,-0.06146101590047477
551,658.0,0,150000.0,100.0,17.04,0,54.666666666666664,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,658.0,0,150000.0,100.0,5215,1,-0.16763484482174473
552,667.0,0,150000.0,100.0,8.38,0,79.0,0.0,0,53.5,0,50127.5,22493.6475,0.45,2.0,50127.5,667.0,0,150000.0,100.0,7875,1,-0.015902530652814204
553,568.0,1,100000.0,100.0,3.42,0,86.0,0.142857143,0,19.71428571,0,86904.42857,19131.85714,0.22,3.0,86904.42857,568.0,1,100000.0,100.0,5521,1,-0.06146101590047477
554,693.0,0,150000.0,100.0,4.34,0,29.0,0.0,0,44.25,0,35024.0,8118.0,0.23,0.0,35024.0,693.0,0,150000.0,100.0,4821,1,-0.020260467209629693
555,650.0,0,150000.0,100.0,5.76,0,70.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,650.0,0,150000.0,100.0,3286,1,-0.16768018184551223
556,610.0,0,150000.0,100.0,3.58,0,76.0,0.333333333,0,50.0,0,436135.1933,59283.23,0.14,1.0,436135.1933,610.0,0,150000.0,100.0,4729,1,0.09891818243326428
557,713.0,0,150000.0,100.0,21.56,0,80.0,0.0,0,10.5,3,164320.45,48517.7075,0.3,1.0,164320.45,713.0,0,150000.0,100.0,4124,2,0.01842121738032785
558,541.0,2,35000.0,100.0,2.91,0,54.0,0.0,0,90.0,0,226058.0,39498.0,0.17,0.0,226058.0,541.0,2,35000.0,100.0,3324,1,-0.09286347198531894
559,661.0,0,150000.0,100.0,16.48,0,88.0,0.0,0,13.0,0,948842.0,433275.3333,0.46,0.0,948842.0,661.0,0,150000.0,100.0,4222,1,0.262969572630269
560,643.0,0,150000.0,100.0,1.26,1,87.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,643.0,0,150000.0,100.0,3367,1,-0.16771985174130877
561,625.0,0,150000.0,100.0,1.65,1,80.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,625.0,0,150000.0,100.0,5299,1,-0.16782186004478558
562,730.0,0,150000.0,100.0,2.29,0,56.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,730.0,0,150000.0,100.0,6974,1,-0.16722681160783742
563,600.0,0,150000.0,0.0,11.11,0,2.0,1.666666667,1,81.22222222,0,135836.4444,16430.17222,0.12,2.0,135836.4444,642.3333333333334,5,150000.0,100.0,88,1,-0.09930007818196995
564,615.3333333333334,5,133333.33333333334,100.0,11.79,0,29.0,0.666666667,0,19.66666667,0,33617.33333,1972.333333,0.06,1.0,33617.33333,0.0,5,133333.33333333334,0.0,870,0,-0.05503351656620619
565,652.0,0,150000.0,100.0,31.43,0,61.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,652.0,0,150000.0,100.0,6367,1,-0.16766884758957035
566,634.0,1,100000.0,100.0,10.94,0,15.0,0.0,0,14.75,1,89963.645,24359.32,0.27,1.0,89963.645,634.0,1,100000.0,100.0,8040,1,-0.06017443986155055
567,557.0,1,100000.0,60.0,6.4,0,27.0,0.0,0,12.33333333,0,184915.6667,20890.0,0.11,1.0,184915.6667,584.0,1,100000.0,80.0,5013,1,-0.04274768883111421
568,626.0,0,150000.0,100.0,11.98,0,14.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,626.0,0,150000.0,100.0,4514,0,-0.16781619291681465
569,539.0,2,35000.0,100.0,12.92,0,3.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,539.0,2,35000.0,100.0,3056,2,-0.2970351108294849
570,623.0,0,150000.0,100.0,4.83,0,85.0,0.0,0,56.0,0,68113.33333,3019.333333,0.04,2.0,68113.33333,622.0,0,150000.0,150.0,3550,1,-0.0031581309470200694
571,479.0,3,0.0,50.0,3.58,0,9.333333333333334,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,479.0,3,0.0,50.0,5028,1,-0.35344253503059986
572,566.0,1,100000.0,100.0,2.0,0,10.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,566.0,1,100000.0,100.0,3997,0,-0.22412399354254853
573,483.0,3,0.0,100.0,3.31,0,20.0,3.0,2,29.0,0,183597.2,18820.4,0.1,0.0,183597.2,483.0,3,0.0,100.0,685,3,-0.14503540400274345
574,570.0,1,100000.0,33.3,2.22,0,2.0,3.0,2,34.0,0,34668.5,1113.0,0.03,1.0,34668.5,618.0,0,150000.0,99.9,2453,1,-0.06144883954105958
575,568.0,1,100000.0,100.0,3.29,0,86.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,568.0,1,100000.0,100.0,5521,1,-0.22411265928660667
576,623.0,0,150000.0,100.0,4.83,0,85.0,0.0,0,56.0,0,68113.33333,3257.333333,0.05,1.0,68113.33333,623.0,0,150000.0,100.0,3550,1,-0.010786819955971009
577,616.0,0,150000.0,80.0,8.05,0,69.0,0.4,0,67.2,0,49269.8,2950.6,0.06,3.0,49269.8,613.0,0,150000.0,100.0,5892,2,-0.02015190743566695
578,666.0,0,150000.0,100.0,3.78,0,28.0,0.0,0,14.5,0,65731.5,42818.75,0.65,2.0,65731.5,666.0,0,150000.0,100.0,2211,0,-0.011253619800921596
579,741.0,0,150000.0,100.0,12.28,0,65.0,0.0,0,10.0,2,828338.75,387205.25,0.47,1.0,828338.75,741.0,0,150000.0,100.0,7477,0,0.2166525038211419
580,503.0,2,35000.0,100.0,17.77,0,1.0,0.142857143,0,2.571428571,3,207653.4286,7011.428571,0.03,2.0,207653.4286,503.0,2,35000.0,100.0,503,3,-0.10939384910440338
581,432.0,3,0.0,100.0,3.06,0,13.0,0.0,0,60.0,0,50542.8,14812.8,0.29,2.0,50542.8,432.0,3,0.0,100.0,2828,2,-0.18501374311269844
582,627.0,0,150000.0,100.0,17.21,0,21.0,4.4,3,22.8,0,111694.8,10635.0,0.1,1.0,111694.8,627.0,0,150000.0,100.0,836,0,0.002235934116816286
583,646.0,0,150000.0,100.0,31.79,0,98.0,0.0,0,14.25,0,100060.75,13971.7975,0.14,1.0,100060.75,646.0,0,150000.0,100.0,2924,1,-0.0011267565723865267
584,537.0,2,35000.0,100.0,10.02,0,17.0,0.2,0,32.6,0,108504.4,12460.4,0.11,1.0,108504.4,537.0,2,35000.0,100.0,4122,0,-0.13877671694862492
585,557.0,1,100000.0,60.0,6.27,0,27.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,584.0,1,100000.0,80.0,5013,1,-0.2346354864584061
586,549.0,2,35000.0,100.0,1.94,1,18.0,1.25,1,17.75,1,15191.175,1295.0,0.09,1.0,15191.175,549.0,2,35000.0,100.0,6536,0,-0.1557184220884894
587,620.0,1,100000.0,100.0,2.16,0,29.0,0.0,0,70.0,0,86020.5,25650.25,0.3,1.0,86020.5,620.0,1,100000.0,100.0,7460,3,-0.0506049408268237
588,658.0,0,150000.0,100.0,4.65,0,6.0,1.0,0,43.0,0,14846.56667,675.0633333,0.05,0.0,14846.56667,658.0,0,150000.0,100.0,4402,2,-0.026477621922397533
589,640.0,0,150000.0,100.0,7.72,0,89.0,0.0,0,21.0,0,22481.5,1500.0,0.07,1.0,22481.5,640.0,0,150000.0,100.0,228,3,-0.02430217620411427
590,546.0,2,35000.0,100.0,14.9,0,80.0,0.4,0,18.0,0,55117.0,5851.4,0.11,1.0,55117.0,546.0,2,35000.0,100.0,4803,0,-0.14382579351387328
591,667.0,0,150000.0,100.0,8.79,0,71.0,0.25,0,4.75,3,30760.0,12656.5,0.41,0.0,30760.0,667.0,0,150000.0,100.0,4638,1,-0.010854682799103737
592,620.0,0,150000.0,100.0,8.28,0,27.666666666666668,0.375,0,66.25,0,108775.25,14630.5,0.13,3.0,108775.25,620.0,0,150000.0,100.0,2536,0,0.0013253802719611295
593,551.0,1,100000.0,100.0,1805.38,0,5.0,3.25,2,16.0,0,142658.58,13219.3025,0.09,3.0,142658.58,551.0,1,100000.0,100.0,429,1,-0.04492623393242417
594,612.0,0,150000.0,100.0,6.02,0,80.0,0.75,0,25.0,0,90970.535,14522.0,0.16,2.0,90970.535,612.0,0,150000.0,100.0,569,1,-0.004030994586768301
595,698.0,0,150000.0,100.0,2.58,0,3.0,0.333333333,0,27.66666667,0,46332.33333,6761.666667,0.15,0.0,46332.33333,698.0,0,150000.0,100.0,7089,2,-0.016858924744167808
596,696.0,0,150000.0,25.0,1.33,1,12.0,0.75,0,31.5,0,12995.0,2000.0,0.15,0.0,12995.0,696.0,0,150000.0,50.0,4769,1,-0.04833517078332694
597,693.0,0,150000.0,100.0,5.73,0,92.0,0.0,0,43.0,0,161968.75,10575.25,0.07,2.0,161968.75,693.0,0,150000.0,100.0,6832,0,0.01760637706166503
598,544.0,2,35000.0,100.0,1.44,1,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,544.0,2,35000.0,100.0,4165,0,-0.29700677518963026
599,582.0,1,100000.0,100.0,8.72,0,7.0,0.5,0,36.5,0,23062.485,3428.0,0.15,0.0,23062.485,582.0,1,100000.0,100.0,4699,1,-0.08042533829374539
600,560.0,1,100000.0,100.0,3.82,0,12.0,0.0,0,31.0,0,26898.09167,3703.456667,0.14,0.0,26898.09167,560.0,1,100000.0,100.0,4107,1,-0.07940587704542998
601,666.0,0,150000.0,100.0,3.78,0,28.0,0.0,0,14.5,0,65731.5,42818.75,0.65,2.0,65731.5,666.0,0,150000.0,100.0,649,2,-0.011253619800921596
602,741.0,0,150000.0,100.0,3.78,0,81.0,0.0,0,15.8,0,207816.4,8721.972,0.04,0.0,207816.4,741.0,0,150000.0,100.0,928,2,0.0315544734236041
603,577.0,1,100000.0,100.0,0.68,2,17.333333333333332,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,577.0,1,100000.0,100.0,3476,2,-0.22406165513486825
604,600.0,0,150000.0,51.0,4.81,0,39.0,0.0,0,0.0,3,58165.0,2500.0,0.04,1.0,58165.0,623.0,0,150000.0,100.0,4443,0,-0.0229607321456844
605,537.0,2,35000.0,100.0,10.02,0,17.0,0.2,0,32.6,0,108504.4,12460.4,0.11,3.0,108504.4,537.0,2,35000.0,100.0,4122,0,-0.13877671694862492
606,643.0,0,150000.0,100.0,24.3,0,72.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,643.0,0,150000.0,100.0,4099,2,-0.16771985174130877
607,620.0,0,150000.0,100.0,8.49,0,69.0,0.0,0,25.0,0,130000.0,8000.0,0.06,1.0,130000.0,620.0,0,150000.0,100.0,676,2,0.007656593677376972
608,747.0,0,150000.0,100.0,14.88,0,18.0,0.333333333,0,20.0,0,269757.6667,30000.0,0.11,3.0,269757.6667,747.0,0,150000.0,100.0,5366,1,0.05006517806445426
609,609.0,0,150000.0,100.0,4.95,0,4.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,609.0,0,150000.0,100.0,4618,1,-0.16791253409232054
610,679.0,0,150000.0,100.0,0.93,2,90.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,679.0,0,150000.0,100.0,3534,2,-0.1675158351343551
611,684.0,0,150000.0,100.0,5.53,0,5.0,0.0,0,82.33333333,0,115959.0,5333.333333,0.05,1.0,115959.0,684.0,0,150000.0,100.0,6035,3,0.0038309452497736585
612,506.0,2,35000.0,100.0,2.23,0,39.0,0.25,0,7.75,3,500593.25,23497.5,0.05,1.0,500593.25,506.0,2,35000.0,100.0,5713,1,-0.011169631683070337
613,630.0,0,150000.0,100.0,5.68,0,42.0,0.0,0,36.66666667,0,83402.33333,9997.58,0.12,1.0,83402.33333,630.0,0,150000.0,100.0,1975,1,0.0046385202595152905
614,687.0,0,150000.0,100.0,4.26,0,50.0,0.0,0,8.666666667,3,111407.6667,39669.33333,0.36,2.0,111407.6667,687.0,0,150000.0,100.0,2311,1,0.002490311683853102
615,646.0,0,150000.0,100.0,31.82,0,98.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,646.0,0,150000.0,100.0,2924,1,-0.16770285035739596
616,659.0,0,150000.0,100.0,1.24,1,19.0,0.0,0,30.66666667,0,24496.66667,1796.0,0.07,1.0,24496.66667,659.0,0,150000.0,100.0,4171,0,-0.02359338885213735
617,582.0,1,100000.0,100.0,35.14,0,59.666666666666664,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,582.0,1,100000.0,100.0,5507,0,-0.22403331949501357
618,620.0,0,150000.0,100.0,7.9,0,74.0,0.0,0,6.666666667,3,19529.54333,4267.793333,0.22,1.0,19529.54333,620.0,0,150000.0,100.0,2982,1,-0.025296069424497688
619,504.0,2,35000.0,100.0,2.27,0,5.0,0.0,0,5.75,3,14986.25,8074.75,0.54,1.0,14986.25,504.0,2,35000.0,100.0,1237,3,-0.15603457072416965
620,509.0,2,35000.0,100.0,11.56,0,27.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,509.0,2,35000.0,100.0,3750,2,-0.297205124668613
621,497.0,3,0.0,100.0,1.43,1,6.333333333333333,6.5,3,42.75,0,19487.75,1093.75,0.06,1.0,19487.75,497.0,3,0.0,100.0,3700,0,-0.19390891170266003
622,682.0,0,150000.0,50.0,24.11,0,75.0,0.333333333,0,98.66666667,0,154156.8867,20540.18333,0.13,2.0,154156.8867,686.0,0,150000.0,100.0,3559,1,0.005952541051178243
623,594.0,5,73333.33333333333,80.0,2.57,0,23.333333333333332,0.0,0,20.75,0,36992.0,6670.75,0.18,0.0,36992.0,0.0,5,73333.33333333333,0.0,1545,0,-0.12501360693902996
624,672.0,0,150000.0,100.0,2.2,0,15.666666666666666,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,672.0,0,150000.0,100.0,5598,2,-0.16755550503015165
625,567.0,1,100000.0,70.0,2.97,0,72.0,1.0,0,10.2,3,71408.0,21484.02,0.3,1.0,71408.0,567.0,1,100000.0,70.0,1364,1,-0.07622314638294697
626,567.0,1,100000.0,70.0,2.97,0,72.0,1.0,0,10.2,3,71408.0,21484.02,0.3,1.0,71408.0,567.0,1,100000.0,70.0,1364,1,-0.07622314638294697
627,549.0,2,35000.0,100.0,8.66,0,23.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,549.0,2,35000.0,100.0,1694,0,-0.2969784395497756
628,598.0,1,100000.0,100.0,4.28,0,27.333333333333332,0.333333333,0,36.33333333,0,16152.0,1286.0,0.08,0.0,16152.0,598.0,1,100000.0,100.0,3898,2,-0.08239601975192545
629,609.0,0,150000.0,100.0,4.73,0,52.333333333333336,1.0,0,10.5,3,137265.92,29186.83,0.21,0.0,137265.92,609.0,0,150000.0,100.0,303,0,0.0097616348669442
630,504.0,2,35000.0,100.0,5.96,0,10.666666666666666,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,504.0,2,35000.0,100.0,4062,1,-0.29723346030846765
631,713.0,0,150000.0,100.0,3.1,0,80.0,0.0,0,11.66666667,0,466666.6667,45333.33333,0.1,2.0,466666.6667,713.0,0,150000.0,100.0,633,1,0.10860924881757929
632,576.0,1,100000.0,100.0,3.65,0,80.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,576.0,1,100000.0,100.0,8181,0,-0.22406732226283918
633,760.0,0,150000.0,100.0,20.93,0,68.66666666666667,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,760.0,0,150000.0,100.0,3174,1,-0.16705679776870938
634,630.0,1,100000.0,100.0,12.18,0,25.0,1.0,0,80.33333333,0,243958.2467,25340.18333,0.1,1.0,243958.2467,0.0,5,100000.0,100.0,9062,2,0.007388651429134799
635,568.0,1,100000.0,50.0,7.88,0,65.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,568.0,1,100000.0,50.0,2546,2,-0.24100261474623105
636,663.0,0,150000.0,100.0,1.71,1,85.0,0.75,0,17.75,0,117634.75,10323.5675,0.09,1.0,117634.75,663.0,0,150000.0,100.0,2858,1,0.004211801561471202
637,610.0,0,150000.0,100.0,3.58,0,52.333333333333336,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,610.0,0,150000.0,100.0,4729,1,-0.16790686696434962
638,675.0,0,150000.0,100.0,9.08,0,9.0,0.0,0,10.0,3,245235.25,20719.0,0.08,0.0,245235.25,675.0,0,150000.0,100.0,6343,0,0.05316731250944515
639,614.0,0,150000.0,100.0,16.09,0,31.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,614.0,0,150000.0,100.0,1911,1,-0.16788419845246588
640,652.0,0,150000.0,100.0,4.73,0,66.0,0.0,0,0.0,3,473639.0,100000.0,0.21,2.0,473639.0,652.0,0,150000.0,100.0,201,0,0.11034335848754104
641,559.0,1,100000.0,100.0,5.94,0,2.0,0.666666667,0,4.666666667,3,33239.48667,6666.666667,0.2,0.0,33239.48667,559.0,1,100000.0,100.0,3618,0,-0.07751994474193356
642,600.0,0,150000.0,100.0,8.68,0,15.333333333333334,0.0,0,8.333333333,3,16243.33333,1000.0,0.06,1.0,16243.33333,600.0,0,150000.0,100.0,574,1,-0.02638966837350927
643,620.0,1,100000.0,100.0,2.15,0,49.666666666666664,0.0,0,23.33333333,0,0.0,8550.083333,0.0,0.0,0.0,620.0,1,100000.0,100.0,7460,3,-0.22381796863211806
644,561.0,1,100000.0,50.0,5.87,0,74.0,0.333333333,0,64.0,0,23972.0,1325.333333,0.06,1.0,23972.0,4781.0,4,56666.666666666664,100.0,5641,2,-0.11375962762971466
645,598.0,1,100000.0,100.0,6.68,0,92.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,598.0,1,100000.0,100.0,4538,1,-0.2239426454474786
646,741.0,0,150000.0,100.0,13.28,0,65.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,741.0,0,150000.0,100.0,7477,0,-0.16716447320015715
647,548.0,2,35000.0,100.0,11.81,0,3.0,0.0,0,35.0,0,49774.75,6043.0,0.12,1.0,49774.75,548.0,2,35000.0,100.0,6916,0,-0.14540801983297155
