,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,years_in_business,RATE_ID_FOR_years_in_business,fsr,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status,PCA
356,598.0,1,100000.0,100.0,5.87,0,49.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,598.0,1,100000.0,100.0,3898,2,-0.2239426454474786
357,620.0,0,150000.0,100.0,8.28,0,74.33333333333333,0.0,0,0.0,3,150000.0,8000.0,0.05,2.0,150000.0,620.0,0,150000.0,100.0,2234,2,0.013622471631572744
358,620.0,0,150000.0,100.0,8.13,0,43.666666666666664,0.0,0,73.25,0,130551.27,27761.0,0.21,2.0,130551.27,620.0,0,150000.0,100.0,153,2,0.007821034154367449
359,600.0,0,150000.0,51.0,4.82,0,39.0,0.0,0,0.0,3,58165.0,2500.0,0.04,1.0,58165.0,623.0,0,150000.0,100.0,4443,0,-0.0229607321456844
360,593.0,1,100000.0,100.0,14.16,0,6.0,3.25,2,59.5,0,16674.25,5000.0,0.3,0.0,16674.25,593.0,1,100000.0,100.0,8128,0,-0.0822685714037012
361,600.0,0,150000.0,100.0,20.32,0,20.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,600.0,0,150000.0,100.0,4532,1,-0.16796353824405896
362,616.0,0,150000.0,100.0,9.24,0,91.0,0.0,0,30.0,0,31152.5,10750.0,0.35,0.0,31152.5,616.0,0,150000.0,100.0,6333,3,-0.021851680888375136
363,568.0,1,100000.0,100.0,3.29,0,59.666666666666664,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,568.0,1,100000.0,100.0,5521,1,-0.22411265928660667
364,738.0,0,150000.0,100.0,32.54,0,31.0,0.0,0,5.8,3,182863.0,47566.4,0.26,1.0,182863.0,738.0,0,150000.0,100.0,3505,0,0.024094025092579862
365,696.0,0,150000.0,25.0,1.33,1,12.0,0.75,0,31.5,0,12995.0,0.0,0.0,0.0,12995.0,696.0,0,150000.0,50.0,4769,1,-0.11674683309554114
366,625.0,0,150000.0,80.0,8.05,0,69.0,1.142857143,1,74.85714286,0,47251.28571,2859.857143,0.06,1.0,47251.28571,620.0,0,150000.0,100.0,5892,2,-0.020703013779075546
367,650.0,0,150000.0,0.0,31.31,0,75.0,0.25,0,18.5,0,40227.9575,2901.625,0.07,2.0,40227.9575,632.6666666666666,5,150000.0,100.0,138,1,-0.059124487682745294
368,598.0,1,100000.0,100.0,6.69,0,63.666666666666664,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,598.0,1,100000.0,100.0,4538,1,-0.2239426454474786
369,615.3333333333334,5,133333.33333333334,100.0,11.79,0,29.0,2.333333333,2,19.66666667,0,33617.33333,1972.333333,0.06,2.0,33617.33333,0.0,5,133333.33333333334,0.0,870,0,-0.05503351656620619
370,598.0,1,100000.0,100.0,4.28,0,33.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,598.0,1,100000.0,100.0,3898,2,-0.2239426454474786
371,675.0,0,150000.0,100.0,9.07,0,9.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,675.0,0,150000.0,100.0,6343,0,-0.16753850364623885
372,504.0,2,35000.0,100.0,2.21,0,5.0,0.0,0,5.75,3,14986.25,8074.75,0.54,1.0,14986.25,504.0,2,35000.0,100.0,1237,3,-0.15603457072416965
373,664.0,0,150000.0,100.0,4.38,0,6.0,0.0,0,5.5,3,85741.5,26285.5,0.31,1.0,85741.5,664.0,0,150000.0,100.0,2630,1,0.005528961753914211
374,606.0,0,150000.0,100.0,2.07,0,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,606.0,0,150000.0,100.0,4642,2,-0.16792953547623335
375,651.0,0,150000.0,100.0,4.12,0,34.0,0.0,0,8.666666667,3,30049.66667,6310.666667,0.21,1.0,30049.66667,651.0,0,150000.0,100.0,598,0,-0.021982299861922374
376,598.0,1,100000.0,100.0,6.77,0,92.0,0.0,0,32.25,0,153910.6925,65517.5,0.43,1.0,153910.6925,598.0,1,100000.0,100.0,4538,1,-0.04130344242269619
377,694.0,0,150000.0,100.0,2.8,0,6.0,0.25,0,49.5,0,33207.75,2450.0,0.07,1.0,33207.75,694.0,0,150000.0,100.0,5313,1,-0.02079657637337417
378,761.0,0,150000.0,100.0,28.81,0,89.0,0.666666667,0,30.0,0,76710.65333,8977.126667,0.12,1.0,76710.65333,761.0,0,150000.0,100.0,8955,1,-0.007440228203323673
379,652.0,0,150000.0,100.0,12.07,0,87.0,0.0,0,66.66666667,0,37685.66667,3120.333333,0.08,1.0,37685.66667,652.0,0,150000.0,100.0,6367,1,-0.01969886053103949
380,652.0,0,150000.0,100.0,31.43,0,87.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,652.0,0,150000.0,100.0,6367,1,-0.16766884758957035
381,639.0,0,150000.0,100.0,19.08,0,33.333333333333336,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,639.0,0,150000.0,100.0,4321,1,-0.1677425202531925
382,774.0,0,150000.0,100.0,16.02,0,69.0,0.0,0,10.75,3,210077.5,81544.75,0.39,1.0,210077.5,774.0,0,150000.0,100.0,4924,0,0.03241596097875655
383,576.0,1,100000.0,100.0,3.65,0,80.0,0.0,0,61.0,0,39307.33333,5976.333333,0.15,0.0,39307.33333,576.0,1,100000.0,100.0,8181,0,-0.07561360193551094
384,475.0,3,0.0,50.0,1.6,1,11.666666666666666,4.0,2,30.0,0,46934.46,2478.52,0.05,2.0,46934.46,506.0,2,35000.0,100.0,232,1,-0.17554106750125634
385,586.0,1,100000.0,100.0,4.11,0,4.0,0.6,0,5.4,3,112759.8,63689.0,0.56,1.0,112759.8,586.0,1,100000.0,100.0,324,1,-0.04282145315880413
386,712.0,0,150000.0,100.0,28.91,0,64.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,712.0,0,150000.0,100.0,4431,2,-0.16732881991131426
387,600.0,0,150000.0,0.0,11.11,0,2.0,1.666666667,1,81.22222222,0,135836.4444,16430.17222,0.12,2.0,135836.4444,642.3333333333334,5,150000.0,100.0,88,1,-0.09930007818196995
388,658.0,0,150000.0,100.0,4.65,0,64.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,658.0,0,150000.0,100.0,4402,2,-0.16763484482174473
389,626.0,0,150000.0,100.0,11.98,0,14.0,0.0,0,187.75,0,48057.3125,16057.0,0.33,0.0,48057.3125,626.0,0,150000.0,100.0,4514,0,-0.016752407197987623
390,667.0,0,150000.0,100.0,8.33,0,79.0,0.0,0,70.625,0,54977.75,25483.19875,0.46,2.0,54977.75,667.0,0,150000.0,100.0,7875,1,-0.014455730675447307
391,576.0,1,100000.0,100.0,3.65,0,80.0,0.0,0,61.0,0,39307.33333,5976.333333,0.15,1.0,39307.33333,576.0,1,100000.0,100.0,8181,0,-0.07561360193551094
392,595.0,1,100000.0,100.0,1.82,1,6.0,2.666666667,2,51.33333333,0,21287.33333,3424.0,0.16,0.0,21287.33333,595.0,1,100000.0,100.0,3561,1,-0.08088118254079357
393,623.0,0,150000.0,100.0,4.72,0,86.0,0.0,0,17.0,0,43919.5,2260.5,0.05,1.0,43919.5,623.0,0,150000.0,100.0,3515,2,-0.018003692800517706
394,762.0,0,150000.0,100.0,3.74,0,47.0,0.125,0,11.75,0,129457.0,25519.125,0.2,0.0,129457.0,762.0,0,150000.0,100.0,5297,1,0.008299352262793309
395,672.0,0,150000.0,100.0,2.38,0,37.0,0.0,0,7.333333333,3,132328.2833,33667.99,0.25,2.0,132328.2833,672.0,0,150000.0,100.0,5598,2,0.0086457970323952
396,600.0,0,150000.0,51.0,4.82,0,39.0,0.0,0,0.0,3,58165.0,2500.0,0.04,2.0,58165.0,623.0,0,150000.0,100.0,4443,0,-0.0229607321456844
397,595.0,1,100000.0,100.0,1.82,1,17.333333333333332,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,595.0,1,100000.0,100.0,3561,1,-0.2239596468313914
398,738.0,0,150000.0,100.0,3.27,0,16.0,0.0,0,9.333333333,3,114088.9267,20737.18667,0.18,0.0,114088.9267,738.0,0,150000.0,100.0,5033,0,0.0035791387065441343
399,548.0,2,35000.0,100.0,10.92,0,18.0,0.0,0,22.25,0,84411.35,8238.625,0.1,1.0,84411.35,548.0,2,35000.0,100.0,4267,1,-0.13507613341555666
400,564.0,1,100000.0,50.0,1.46,1,8.0,0.0,0,41.66666667,0,128897.41,18260.51333,0.14,0.0,128897.41,555.0,1,100000.0,100.0,5581,1,-0.05821870075582248
401,534.0,2,35000.0,50.0,2.84,0,3.0,1.0,0,14.5,0,17000.0,1000.0,0.06,1.0,17000.0,534.0,2,35000.0,50.0,1700,0,-0.1829788779257577
402,503.0,2,35000.0,100.0,17.76,0,12.666666666666666,0.25,0,4.5,3,127200.5,12546.5,0.1,0.0,127200.5,503.0,2,35000.0,100.0,503,3,-0.12256741184105992
403,693.0,0,150000.0,100.0,4.34,0,53.0,0.0,0,44.25,0,27986.25,8118.0,0.29,1.0,27986.25,693.0,0,150000.0,100.0,4821,1,-0.022359785088236758
404,580.0,1,100000.0,100.0,1.98,1,18.0,1.5,1,69.5,0,62348.64,1125.7,0.02,1.0,62348.64,580.0,1,100000.0,100.0,5328,1,-0.06871785224870634
405,508.0,2,35000.0,45.0,7.39,0,28.0,0.0,0,13.5,1,47898.75,17207.7375,0.36,1.0,47898.75,529.0,2,35000.0,89.0,8965,1,-0.1472349540640177
406,508.0,2,35000.0,90.0,4.4,0,50.333333333333336,1.0,0,0.0,3,233806.75,12134.75,0.05,2.0,233806.75,518.0,2,35000.0,100.0,935,0,-0.10341639057622057
407,740.0,0,150000.0,100.0,4.06,0,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,740.0,0,150000.0,100.0,4349,1,-0.16717014032812808
408,713.0,0,150000.0,100.0,21.64,0,80.0,0.0,0,10.5,3,164320.45,48517.7075,0.3,1.0,164320.45,713.0,0,150000.0,100.0,5603,2,0.018421217380327842
409,605.0,0,150000.0,100.0,12.49,0,54.0,0.0,0,13.0,0,96636.75,13500.0,0.14,1.0,96636.75,605.0,0,150000.0,100.0,1294,0,-0.002380467124953164
410,537.0,2,35000.0,100.0,9.83,0,17.0,0.25,0,32.75,0,65687.0,10049.5,0.15,1.0,65687.0,537.0,2,35000.0,100.0,659,2,-0.14072383116681922
411,582.0,1,100000.0,100.0,1.11,1,25.666666666666668,0.0,0,13.25,0,32607.6475,1000.0,0.03,1.0,32607.6475,582.0,1,100000.0,100.0,3605,0,-0.08840312948495187
412,741.0,0,150000.0,100.0,12.28,0,65.0,0.0,0,10.0,2,767088.75,387205.25,0.5,2.0,767088.75,741.0,0,150000.0,100.0,7477,0,0.1983820025864174
413,704.0,0,150000.0,100.0,2.31,0,31.0,0.0,0,10.4,2,122193.6,18409.9,0.15,1.0,122193.6,704.0,0,150000.0,100.0,7526,1,0.0058040309438538015
414,616.0,0,150000.0,80.0,20.52,0,69.0,0.5,0,84.0,0,52337.25,3688.25,0.07,2.0,52337.25,615.0,0,150000.0,100.0,1971,2,-0.019236905819137055
415,762.0,0,150000.0,100.0,4.03,0,47.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,762.0,0,150000.0,100.0,5297,1,-0.1670454635127675
416,576.0,1,100000.0,100.0,3.65,0,80.0,0.0,0,61.0,0,39307.33333,5976.333333,0.15,0.0,39307.33333,576.0,1,100000.0,100.0,8181,0,-0.07561360193551094
417,623.0,0,150000.0,100.0,4.6,0,85.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,623.0,0,150000.0,100.0,3550,1,-0.16783319430072746
418,625.0,0,150000.0,100.0,2.78,0,23.0,3.6,2,21.0,0,56987.8,2511.8,0.04,0.0,56987.8,625.0,0,150000.0,100.0,1522,1,-0.014094164401135001
419,508.0,2,35000.0,45.0,7.39,0,28.0,0.0,0,13.5,1,47898.75,17207.7375,0.36,0.0,47898.75,0.0,5,35000.0,89.0,8965,1,0.10022724847301467
420,500.0,2,35000.0,100.0,6.98,0,6.0,0.5,0,19.0,0,103705.1025,7163.095,0.07,2.0,103705.1025,500.0,2,35000.0,100.0,4468,0,-0.12959294692348855
421,632.0,1,100000.0,100.0,9.55,0,42.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,632.0,1,100000.0,100.0,7616,2,-0.22374996309646683
422,650.0,0,150000.0,100.0,14.24,0,42.0,0.0,0,89.33333333,0,79410.25667,7787.976667,0.1,0.0,79410.25667,650.0,0,150000.0,100.0,287,2,-0.0072640042055384805
423,595.0,1,100000.0,100.0,1.82,1,6.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,595.0,1,100000.0,100.0,3561,1,-0.2239596468313914
424,736.0,0,150000.0,100.0,20.81,0,99.0,0.0,0,24.0,0,298823.2,77588.4,0.26,2.0,298823.2,736.0,0,150000.0,100.0,1053,0,0.06949796579144946
425,677.0,5,150000.0,100.0,7.923333333333333,4,33.333333333333336,2666.666667,4,17.33333333,0,91666.66667,4666.666667,0.05,1.0,91666.66667,0.0,5,150000.0,0.0,1294,0,-0.01871235745739588
426,561.0,2,35000.0,100.0,1.69,1,1.0,1.0,0,73.5,0,262169.8333,15578.16667,0.06,1.0,262169.8333,561.0,2,35000.0,100.0,7256,0,-0.08197818991739708
427,716.0,0,150000.0,100.0,5.59,0,6.0,0.0,0,43.25,0,191364.1175,20752.5,0.11,0.0,191364.1175,716.0,0,150000.0,100.0,4765,3,0.02650517975118318
428,622.3333333333334,5,133333.33333333334,50.0,6.78,0,32.666666666666664,0.2,0,6.2,3,79533.2,45241.0,0.57,1.0,79533.2,0.0,5,133333.33333333334,0.0,737,0,-0.05055869028536581
429,632.0,1,100000.0,100.0,9.55,0,42.0,0.0,0,25.33333333,0,14903.66667,1323.333333,0.09,1.0,14903.66667,632.0,1,100000.0,100.0,7616,2,-0.0825757076155604
430,693.0,0,150000.0,100.0,4.34,0,53.0,0.0,0,44.25,0,27986.25,8118.0,0.29,0.0,27986.25,693.0,0,150000.0,100.0,4821,1,-0.022359785088236758
431,642.0,0,150000.0,100.0,6.25,0,12.0,0.0,0,54.66666667,0,130859.5633,18683.18333,0.14,2.0,130859.5633,642.0,0,150000.0,100.0,543,1,5.513852750256858
432,653.0,0,150000.0,100.0,13.56,0,69.0,0.333333333,0,38.0,0,116809.6667,16420.66667,0.14,1.0,116809.6667,653.0,0,150000.0,100.0,5855,0,0.003909012968269603
433,620.0,0,150000.0,100.0,109.23,0,75.0,0.0,0,26.0,0,215892.364,13416.6,0.06,2.0,215892.364,620.0,0,150000.0,100.0,576,1,0.033277761718444925
434,673.0,0,150000.0,100.0,2.69,0,41.0,0.0,0,5.333333333,2,146077.1567,90402.39667,0.62,1.0,146077.1567,673.0,0,150000.0,100.0,7352,0,0.02357772411357537
435,635.0,0,150000.0,100.0,3.24,0,45.0,0.0,0,10.25,3,267331.765,6000.0,0.02,0.0,267331.765,635.0,0,150000.0,100.0,5428,1,0.059531882975760564
436,652.0,0,150000.0,100.0,5.07,0,18.0,0.5,0,10.0,2,282394.0733,29500.0,0.1,2.0,282394.0733,652.0,0,150000.0,100.0,201,0,0.053296163884975156
437,594.0,1,100000.0,100.0,31.23,0,6.0,0.0,0,23.0,0,79738.24667,3652.333333,0.05,0.0,79738.24667,594.0,1,100000.0,100.0,4245,0,-0.06345129890387881
438,610.0,1,100000.0,100.0,10.29,0,40.0,1.75,1,74.75,0,68308.76,4043.585,0.06,1.0,68308.76,610.0,1,100000.0,100.0,7766,0,-0.055944916066355425
439,9002.0,4,100000.0,100.0,6.93,0,6.0,0.333333333,0,30.0,0,23013.33333,3949.0,0.17,0.0,23013.33333,9002.0,4,100000.0,100.0,3435,2,-0.03272278242169702
440,508.0,2,35000.0,90.0,4.13,0,1.0,0.0,0,0.0,3,201557.5,0.0,0.0,2.0,201557.5,518.0,2,35000.0,100.0,935,0,-0.17062275245154734
441,634.0,0,150000.0,100.0,6.8,0,86.0,0.0,0,1.666666667,3,22445.0,0.0,0.0,1.0,22445.0,634.0,0,150000.0,100.0,765,2,-0.08193367409381568
442,661.0,0,150000.0,100.0,16.48,0,88.0,0.0,0,13.0,0,948842.0,433275.3333,0.46,0.0,948842.0,661.0,0,150000.0,100.0,4222,1,0.2521445177126642
443,600.0,0,150000.0,51.0,4.81,0,39.0,0.0,0,0.0,3,58165.0,2500.0,0.04,1.0,58165.0,623.0,0,150000.0,100.0,4443,0,-0.0229607321456844
444,620.0,1,100000.0,100.0,2.15,0,29.0,0.0,0,70.0,0,86020.5,25650.25,0.3,0.0,86020.5,620.0,1,100000.0,100.0,7460,3,-0.0614299957444285
445,653.0,0,150000.0,100.0,13.56,0,69.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,653.0,0,150000.0,100.0,5855,0,-0.16766318046159942
446,613.0,0,150000.0,100.0,6.89,0,20.666666666666668,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,613.0,0,150000.0,100.0,4439,1,-0.1678898655804368
447,595.0,1,100000.0,100.0,8.0,0,25.0,0.0,0,32.5,0,45681.75,17387.0,0.38,1.0,45681.75,595.0,1,100000.0,100.0,6593,0,-0.06277942199233781
448,614.0,0,150000.0,100.0,24.04,0,33.666666666666664,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,614.0,0,150000.0,100.0,5326,2,-0.16788419845246588
449,624.0,0,150000.0,100.0,0.93,2,8.333333333333334,0.0,0,27.75,0,13692.5,2994.75,0.22,1.0,13692.5,624.0,0,150000.0,100.0,4933,2,-0.027014555318620573
450,568.0,1,100000.0,100.0,3.42,0,86.0,0.142857143,0,19.71428571,0,86904.42857,19131.85714,0.22,2.0,86904.42857,568.0,1,100000.0,100.0,5521,1,-0.06146101590047477
451,698.0,0,150000.0,100.0,2.61,0,3.0,0.333333333,0,27.66666667,0,46332.33333,6761.666667,0.15,0.0,46332.33333,698.0,0,150000.0,100.0,7089,2,-0.006033869826563003
452,609.0,0,150000.0,100.0,4.95,0,4.0,0.0,0,87.66666667,0,113406.495,52849.66667,0.47,1.0,113406.495,609.0,0,150000.0,100.0,4618,1,0.0026445139865798172
453,718.0,0,150000.0,100.0,26.87,0,89.33333333333333,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,718.0,0,150000.0,100.0,2846,0,-0.16729481714348865
454,673.0,0,150000.0,100.0,1.84,1,83.0,1.0,0,2.5,3,250953.0,41752.0,0.17,0.0,250953.0,673.0,0,150000.0,100.0,6100,1,0.04403649326952862
455,549.0,2,35000.0,100.0,5.94,0,5.0,3.75,2,19.75,0,34639.01,3396.0275,0.1,0.0,34639.01,549.0,2,35000.0,100.0,3666,1,-0.14991725158432254
456,650.0,0,150000.0,100.0,16.48,0,35.0,1.333333333,1,41.0,0,60211.04667,7638.523333,0.13,2.0,60211.04667,650.0,0,150000.0,66.66666666666667,202,1,-0.018076804062021192
457,663.0,0,150000.0,100.0,1.68,1,85.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,663.0,0,150000.0,100.0,2858,1,-0.16760650918189007
458,619.0,0,150000.0,100.0,1.36,1,14.0,0.666666667,0,8.333333333,3,23603.33333,1760.706667,0.07,0.0,23603.33333,619.0,0,150000.0,100.0,3593,0,-0.02408654985491746
459,623.0,0,150000.0,100.0,4.83,0,85.0,0.0,0,56.0,0,68113.33333,3257.333333,0.05,1.0,68113.33333,623.0,0,150000.0,100.0,3550,1,-0.010786819955971009
460,548.0,2,35000.0,100.0,11.82,0,3.0,0.0,0,35.0,0,49774.75,6043.0,0.12,1.0,49774.75,548.0,2,35000.0,100.0,6916,0,-0.14540801983297155
461,551.0,1,100000.0,100.0,1805.4,0,5.0,2.8,2,0.0,3,102124.8,4400.0,0.04,1.0,102124.8,551.0,1,100000.0,100.0,429,1,-0.04619215823993044
462,620.0,0,150000.0,100.0,8.28,0,69.0,0.0,0,0.0,3,130000.0,8000.0,0.06,1.0,130000.0,620.0,0,150000.0,100.0,2234,2,0.007656593677376972
463,682.0,0,150000.0,100.0,2.41,0,6.0,1.0,0,33.66666667,0,68417.77,5608.053333,0.08,1.0,68417.77,682.0,0,150000.0,100.0,3536,1,-0.01036164780478576
464,664.0,0,150000.0,100.0,4.39,0,6.0,0.0,0,5.5,3,85741.5,26285.5,0.31,1.0,85741.5,664.0,0,150000.0,100.0,2630,1,-0.016121148081295392
465,562.0,1,100000.0,100.0,1.7,1,33.0,0.25,0,16.25,0,25317.75,3112.5,0.12,0.0,25317.75,562.0,1,100000.0,100.0,703,1,-0.09069100398355041
466,600.0,0,150000.0,0.0,11.12,0,75.0,1.666666667,1,81.22222222,0,135836.4444,16430.17222,0.12,2.0,135836.4444,642.3333333333334,5,150000.0,100.0,88,1,-0.030888415869755763
467,598.0,1,100000.0,100.0,6.75,0,92.0,0.0,0,32.25,0,153910.6925,65517.5,0.43,1.0,153910.6925,598.0,1,100000.0,100.0,4538,1,-0.04130344242269619
468,623.0,0,150000.0,100.0,4.83,0,85.0,0.0,0,56.0,0,68113.33333,3257.333333,0.05,2.0,68113.33333,623.0,0,150000.0,100.0,3550,1,-0.010786819955971009
469,691.0,0,150000.0,100.0,4.36,0,73.0,1.666666667,1,101.3333333,0,152190.3333,19114.33333,0.13,1.0,152190.3333,691.0,0,150000.0,100.0,6407,1,0.014678200774849673
470,505.0,2,35000.0,100.0,7.07,0,13.333333333333334,0.666666667,0,23.33333333,0,109106.0,7333.333333,0.07,1.0,109106.0,505.0,2,35000.0,100.0,1977,2,-0.12795355651722784
471,625.0,0,150000.0,100.0,1.65,1,80.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,625.0,0,150000.0,100.0,5299,1,-0.16782186004478558
472,610.0,0,150000.0,100.0,3.58,0,76.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,610.0,0,150000.0,100.0,4729,1,-0.16790686696434962
473,544.0,2,35000.0,100.0,4.94,0,18.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,544.0,2,35000.0,100.0,3792,0,-0.29700677518963026
474,626.0,0,150000.0,100.0,1.11,1,14.0,0.0,0,187.75,0,43057.3125,16057.0,0.37,1.0,43057.3125,626.0,0,150000.0,100.0,4514,0,-0.01824387668653657
475,534.0,2,35000.0,50.0,2.82,0,3.0,0.666666667,0,4.666666667,3,10621.66667,680.3333333,0.06,1.0,10621.66667,534.0,2,35000.0,50.0,1700,0,-0.2531984161831861
476,738.0,0,150000.0,100.0,2.68,0,16.0,0.0,0,9.333333333,3,114088.9267,20737.18667,0.18,0.0,114088.9267,738.0,0,150000.0,100.0,5033,0,0.014404193624148937
477,508.0,2,35000.0,100.0,2.58,0,9.666666666666666,0.0,0,31.4,0,0.0,6073.302,0.0,0.0,0.0,508.0,2,35000.0,100.0,319,1,-0.2972107917965839
478,664.0,0,150000.0,100.0,5.46,0,73.0,0.2,0,24.6,0,23280.8,2171.2,0.09,1.0,23280.8,664.0,0,150000.0,100.0,875,1,-0.023927738820372395
479,561.0,1,100000.0,100.0,16.88,0,63.666666666666664,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,561.0,1,100000.0,100.0,4654,1,-0.22415232918240321
480,663.0,0,150000.0,100.0,7.1,0,5.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,663.0,0,150000.0,100.0,7093,0,-0.16760650918189007
481,606.0,0,150000.0,100.0,9.42,0,79.0,0.0,0,66.75,0,54014.945,856.61,0.02,0.0,54014.945,606.0,0,150000.0,100.0,4615,0,-0.015088624337858809
482,574.0,1,100000.0,100.0,14.98,0,80.0,0.5,0,22.5,0,57474.25,6064.25,0.11,1.0,57474.25,574.0,1,100000.0,100.0,2503,2,-0.07020585580858957
483,610.0,1,100000.0,100.0,10.29,0,40.0,1.75,1,74.75,0,68308.76,4043.585,0.06,1.0,68308.76,610.0,1,100000.0,100.0,7766,0,-0.07759502590156503
484,718.0,0,150000.0,100.0,26.87,0,69.0,0.5,0,61.75,0,189827.0,6774.5,0.04,1.0,189827.0,718.0,0,150000.0,100.0,2846,0,0.28376772412258605
485,745.0,0,150000.0,75.0,1.4,1,6.0,5.25,3,79.75,0,47358.7575,3442.3375,0.07,1.0,47358.7575,716.0,0,150000.0,100.0,2365,1,-0.020917026888497763
486,712.0,0,150000.0,100.0,28.91,0,63.0,0.0,0,50.0,0,45533.6725,5000.0,0.11,1.0,45533.6725,712.0,0,150000.0,100.0,4431,2,-0.017017820604503554
487,705.0,0,150000.0,100.0,8.98,0,93.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,705.0,0,150000.0,100.0,4425,0,-0.1673684898071108
488,506.0,2,35000.0,100.0,2.24,0,39.0,0.25,0,7.75,3,500593.25,23497.5,0.05,0.0,500593.25,506.0,2,35000.0,100.0,5713,1,-0.000344576765465535
489,621.0,0,150000.0,100.0,2.95,0,15.0,1.25,1,0.0,3,100110.25,1501.0,0.01,2.0,100110.25,621.0,0,150000.0,100.0,640,1,-0.01207872414132806
490,650.0,0,150000.0,100.0,14.24,0,58.0,0.0,0,89.33333333,0,70982.64,1905.196667,0.03,1.0,70982.64,650.0,0,150000.0,100.0,287,2,-0.009777910830436777
491,650.0,0,150000.0,100.0,2.91,0,40.0,3.25,2,8.0,3,36531.96,4337.5625,0.12,0.0,36531.96,650.0,0,150000.0,100.0,3286,1,-0.020054338446389448
492,682.0,0,150000.0,100.0,2.27,0,6.0,1.0,0,33.66666667,0,85084.43667,5608.053333,0.07,0.0,85084.43667,682.0,0,150000.0,100.0,3536,1,-0.005390082841961637
493,539.0,2,35000.0,100.0,12.92,0,3.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,539.0,2,35000.0,100.0,3056,2,-0.2970351108294849
494,500.0,2,35000.0,100.0,6.98,0,6.0,1.0,0,23.75,0,103631.675,5852.5125,0.06,2.0,103631.675,500.0,2,35000.0,100.0,4468,0,-0.12961484989866262
495,747.0,0,150000.0,100.0,14.94,0,18.0,0.333333333,0,20.0,0,269757.6667,30000.0,0.11,1.0,269757.6667,747.0,0,150000.0,100.0,5366,1,0.05006517806445426
496,718.0,0,150000.0,100.0,26.87,0,69.0,0.5,0,61.75,0,189827.0,6774.5,0.04,1.0,189827.0,718.0,0,150000.0,100.0,2846,0,0.03688305615441693
497,606.0,0,150000.0,100.0,2.08,0,6.0,0.0,0,16.75,0,53039.8175,7671.5,0.14,1.0,53039.8175,606.0,0,150000.0,100.0,4642,2,-0.015379498920597815
498,544.0,2,35000.0,100.0,4.94,0,14.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,544.0,2,35000.0,100.0,3792,0,-0.29700677518963026
499,673.0,0,150000.0,100.0,2.67,0,41.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,673.0,0,150000.0,100.0,7352,0,-0.16754983790218073
500,738.0,0,150000.0,100.0,2.72,0,16.0,0.0,0,4.0,3,96609.54,18030.22286,0.19,1.0,96609.54,738.0,0,150000.0,100.0,5033,0,0.009190199235829283
501,705.0,0,150000.0,100.0,12.57,0,87.0,0.333333333,0,47.66666667,0,362951.0333,27505.86667,0.08,0.0,362951.0333,705.0,0,150000.0,100.0,4743,1,0.07762617125348627
